Word,Definition
기록물관리," 기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다.  <종전의 제2호에서 이동> ,  기록물의 생산ㆍ분류ㆍ정리ㆍ이관(移管)ㆍ수집ㆍ평가ㆍ폐기ㆍ보존ㆍ공개ㆍ활용 및 이에 부수되는 모든 업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 등록, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용, 이에 부수적인 제반 업무를 말한다. ,  기록물의 생산ㆍ분류ㆍ정리ㆍ이관ㆍ수집ㆍ평가ㆍ폐기ㆍ보존ㆍ공개ㆍ열람ㆍ활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 등록, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산·분류·정리·이관·수집·평가·폐기·보존·공개·활용과 이에 부수되는 제반업무를 말한다. , 기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산ㆍ분류ㆍ정리ㆍ이관ㆍ수집ㆍ기술(記述)ㆍ평가ㆍ폐기ㆍ보존ㆍ공개ㆍ열람ㆍ활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 수집·보존·활용 및 관리와 이에 부수되는 모든 활동을 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산ㆍ분류ㆍ정리ㆍ이관ㆍ수집ㆍ평가ㆍ폐기ㆍ보존ㆍ공개ㆍ활용 및 이에 부수되는 모든 업무를 말한다. ,  기록물의 생산·등록·분류·정리·이관·평가·폐기·보존·공개·활용 및 이에 부수되는 제반 업무를 말한다. ,  기록물의 생산ㆍ분류ㆍ정리ㆍ이관ㆍ수집ㆍ평가ㆍ폐기ㆍ보존ㆍ공개ㆍ활용 및 이에 필요한 제반업무를 말한다. ,  기록물의 생산, 등록, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산ㆍ분류ㆍ정리ㆍ이관ㆍ수집ㆍ평가ㆍ폐기ㆍ보존ㆍ공개ㆍ활용 및 이에 부수되는 제반 업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 등록, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기,   보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. ,  기록물의 생산, 분류, 정리, 이관, 수집, 평가, 폐기, 보존, 공개, 활용 및 이에 부수되는 제반업무를 말한다. "
기록물관리기관," 일정한 시설 및 장비와 이를 운영하기 위한 전문 인력을 갖추고 기록물관리 업무를 수행하는 기관을 말하며 특수기록관, 기록관으로 구분한다. ,  일정한 시설 및 장비와 이를 운영하기 위한 전문인력을 갖추고 기록물 관리 업무를 수행하는 기관을 말하며, 영구기록물관리기관과 특수기록관 및 기록관으로 구분한다[기록관 및 특수기록관은 이하 ""(특수)기록관”으로 표기한다]. ,  일정한 시설 및 장비와 이를 운영하기 위한 전문인력을 갖추고 기록물관리 업무를 수행하는 기록관, 특수기록관, 영구기록물관리기관을 말한다. ,  일정한 시설 및 장비와 이를 운영하기 위한 전문인력을 갖추고 기록물관리 업무를 수행하는 기관을 말하며, 영구기록물관리기관, 기록관 및 특수기록관으로 구분한다. "
기록물관리담당자," 각 과의 서무담당자를 말한다. ,  각 처리부서 계 내에서 기록물 정리·이관 등을 주관하는 1인 이상의 담당자를 말한다. ,  각 처리부서 계 내에서 기록물 정리 이관 등을 주관하는 1인 이상의 담당자를 말한다. ,  각 처리과 계 내에서 기록물 정리·이관 등을 주관하는 1인 이상의 담당자를 말한다. ,  각 처리과의 계 단위에서 기록물 정리ㆍ이관 등을 주관하는 1명 이상의 담당자를 말한다. "
기록물관리시스템," 기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서 기록물의 수집, 보존, 활용, 이관, 평가·폐기 등 기록물관리를 전자적으로 수행되는 시스템을 말한다. ,  기록관에서의 기록물 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서의 기록물 수집, 보존(보존매체 수록을 포함한다), 활용, 이관, 폐기 등 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서 기록물의 수집 및 보존, 보존포맷변환(장기보존포맷변환을 포함한다) 활용, 이관, 폐기 등 기록관에서 기록물관리가 전자적으로 수행되는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. , 기록관에서의 기록물 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. , 기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서의 기록물의 수집ㆍ보존(복제본 제작 및 이중 보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리가 전자적으로 수행되는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  전자문서의 생산 및 전자ㆍ비전자문서 등록을 처리하는 시스템으로서, ‘클라우드 온나라시스템’을 일컫는다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  업무 수행 중 발생한 기록물을 온나라시스템으로부터 이관하여 관리하는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서 기록물의 수집 및 보존, 보존포맷변환(장기보존포맷변환을 포함한다) 활용, 이관, 폐기 등 기록관에서 기록물관리가 전자적으로 수행되는 시스템을 말한다. ,  기록관에서의 기록물의 수집, 보존(복제본 제작 및 이중보존매체의 제작을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리를 전자적으로 수행하는 시스템을 말한다. ,  기록관에서 기록물의 수집 및 보존, 보존포맷변환(장기보존포맷변환을 포함한다) 활용, 이관, 폐기 등 기록관에서 기록물관리가 전자적으로 수행되는 시스템을 말한다. ,  기록관에서 기록물의 수집, 보존 및 보존포맷변환(장기보존포맷변환을 포함한다), 활용, 이관, 폐기 등 기록관에서 기록물 관리가 전자적으로 수행되는 시스템을 말한다. "
기록물관리전문요원, 「공공기록물 관리에 관한 법률」 제41조 및 「공공기록물 관리에 관한 법률 시행령」 제78조에 따라 기록물관리를 수행하기 위해 경찰청 및 시ㆍ도경찰청에 배치되어 업무를 수행하는 사람을 말한다. 
기록물관리책임자," 각 처리부서별로 기록물관리 업무를 체계적으로 수행하기 위하여 각 처리부서의 책임자를 말한다. ,  각 과의 부서장을 말한다. ,  각 처리과별로 기록물관리 업무를 체계적으로 수행하기 위한 각 처리과의 책임자를 말한다. ,  처리과별로 기록물관리 업무를 체계적으로 수행하기 위한 각 처리과의 책임자를 말한다. ,  각 처리과별로 기록물관리 업무를 체계적으로 수행하기 위한 각 처리과의 책임자를 말한다. "
기록물생산시스템," 전자문서의 생산 및 전자ㆍ비전자문서 등록을 처리하는 시스템으로서, ‘온-나라시스템’을 일컫는다. "
기록물철," 기록물관리의 기본단위로서 단위과제의 범위 안에서 관련 기록물을 편철한 1개 이상의 묶음을 말한다. ,  업무과정을 반영하여 관련 기록물을 편철한 상태의 기록물 단위로, 보존기간 책정ㆍ이관ㆍ폐기 등의 단위이며, 업무관리시스템은 단위과제카드 또는 관리과제카드 단위로 편철된 기록물 묶음을 기록물 철로 간주한다. ,  기록물관리의 기본단위로서 단위업무의 범위 안에서 관련 기록물을 편철한 1개 이상의 묶음을 말한다. ,  기록물관리의 기본단위로서 단위과제의 범위에서 관련 기록물을 편철한 1개 이상의 묶음을 말한다. ,  기록물관리의 기본단위로서 단위과제의 범위 안에서 관련 기록물을 편철한 1개 이상의 묶음을 말한다. ,  기록물관리의 기본단위로서 단위과제(업무)의 범위 안에서 관련 기록물을 1개 이상 편철한 묶음을 말한다. ,  기록물관리의 기본단위로서 단위업무의 범위 안에서 관련 기록물을 편철한 1개 이상의 묶음을 말한다. "
기록보존과,Preservation Division
기록보존매체," 광디스크, DAT, CD, DLT, 마이크로필름 등의 대용량 정보기록 보존매체를 말한다. 
7. ""기계판독영역(MRZ)"" 은 여권인적사항면 아래쪽에 광학판독장비로 문자를 인식할 수 있도록 구성된 국제표준의 인쇄영역을 말한다. (개정 2019. 12. 12.) "
기록송부, sending of records
기록자," 연구개발과제에 참여하면서 연구노트에 직접 기록하는 연구자를 말한다. ,  연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 자를 말한다. ,  연구에 참여하면서 연구 수행과정 및 결과를 연구노트에 직접 기록하는 자를 말한다. ,  연구개발과제에 참여하면서 연구노트에 직접 기록하는 연구자를 말한다. ,  연구개발과제에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 사람을 말한다. ,  연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 자를 말한다. , 연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 자를 말한다. ,  연구에 참여하면서 연구 수행과정 및 결과를 연구노트에 직접 기록하는 자를 말한다. ,  연구에 참여하면서 연구 수행과정 및 결과를 연구노트에 직접 기록하는 자를 말한다. , 연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 자를 말한다. ,  연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 자를 말한다. ,  연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 사람을 말한다. ,  연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기재하는 자를 말한다. ,  연구에 참여하면서 연구 수행과정과 결과를 연구노트에 직접 기록하는 자를 말한다. "
기록자료, 수사할 정도는 아니나 추후 활용할 가치가 있는 수사첩보를 말한다. 
기록장치," 수신기의 화재신호, 고장신호 및 수신기에 접속된 타 기구에 대한 외부배선으로의 신호 등을 저장할 수 있는 것을 말한다. "
기록정보서비스부,Archives Information Service Bureau
기록정보자료실," 무형원이 수집한 도서, 자료 등을 열람ㆍ대출의 방법으로 공중에 제공하는 시설을 말한다. "
기록정보화과,Archival Information Division
기록정책부,Archives Policy Bureau
기록준위," 종사자등에 대한 피폭방사선량을 관리하기 위한 최소값으로서, 그 값은 제4조에 따른 최저측정준위로 한다. "
기록편찬문화과,Archives Contents and Advocacy Division
기름," 「석유 및 석유대체연료 사업법」에 따른 원유 및 석유제품(석유가스를 제외한다)과 이들을 함유하고 있는 액체상태의 유성혼합물(이하 ""액상유성혼합물""이라 한다) 및 폐유를 말한다. ,  「석유 및 석유대체연료 사업법」에 따른 원유 및 석유제품(석유가스는 제외한다)을 말한다. , 「해양환경관리법」제2조제5호 및「석유 및 석유대체연료 사업법」에 따른 원유 및 석유제품(석유가스 제외)과 이들을 함유하고 있는 액체상태의 유성혼합물 및 폐유를 말한다. "
기름여과장치, 기름이 섞여있는 폐수를 유분함유량 0.0015퍼센트(15ppm)이하로 처리하여 배출할 수 있는 해양오염방지설비를 말한다. 
기름오염방지설비, oil pollution prevention equipment
기름저장시설, 법 제2조제5호에 따른 기름을 저장하는 시설로서 신고된 해양시설을 말한다. 
기립불능, 일어서거나 걷지 못하는 증상을 말한다. 
기말," 해당 회계연도의 말일을 말한다. ,  당해회계연도의 말일을 말한다. ,  해당 회계연도의 말일을 말한다. "
기망, fraud;deceit;defraudation
기명," affixation/inscription/subscription/endorsement of name,  name of aircraft"
기명날인, affixation of signature/name and seal (affix signature and seal;put name and seal
기명사채, registered bond
기명식수익증권, registered beneficiary certificate
기명식수표, check payable to a specified person;registered check
기명저작물, work in author’s personal name
기명주주, registered stockholder
기명증권, registered securities
기명채권, registered bond
기밀, secrecy;classified information
기밀비, secret expenses
기밀사항, confidential matters
기밀상태, 일정한 공간에 있는 유체가 누설되지 않는 밀폐 상태를 말한다. 
기반망, 우정사업 수행을 위해 필요한 정보를 송수신할 목적으로 구성된 전용 통신망을 말한다. 
기반시설," 「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 시설을 말한다. ,  법 제21조에 따라 국가 및 지방자치단체가 지원할 수 있는 도로 등 교통시설, 용수공급시설, 가스공급시설 및 전기ㆍ통신시설, 공공폐수처리시설 및 폐기물처리시설과 그 밖에 해양산업클러스터를 활성화하기 위하여 지원이 필요한 시설을 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설을 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설을 말한다. ,  다음 각 목의 시설로서 대통령령으로 정하는 시설을 말한다. 
가. 도로ㆍ철도ㆍ항만ㆍ공항ㆍ주차장 등 교통시설 
나. 광장ㆍ공원ㆍ녹지 등 공간시설 
다. 유통업무설비, 수도ㆍ전기ㆍ가스공급설비, 방송ㆍ통신시설, 공동구 등 유통ㆍ공급시설 
라. 학교ㆍ공공청사ㆍ문화시설 및 공공필요성이 인정되는 체육시설 등 공공ㆍ문화체육시설 
마. 하천ㆍ유수지(遊水池)ㆍ방화설비 등 방재시설 
바. 장사시설 등 보건위생시설 
사. 하수도, 폐기물처리 및 재활용시설, 빗물저장 및 이용시설 등 환경기초시설 ,  「해양산업클러스터의 지정 및 육성 등에 관한 특별법」(이하 ""법""이라 한다) 제21조 및 같은 법 시행령(이하 ""영""이라 한다) 제20조에서 규정하는 지원 시설을 말한다. ,  공항시설법 제47조 및 국토교통부장관이 고시한 항행안전시설 관리규정에 따른 항행안전시설 중 항공교통본부 소관 항공교통관제시스템(ATCS) 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설을 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 수도공급설비를 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호의 기반시설을 말한다. ,  변전시설, 비상발전기, 무정전전원장치(축전지포함), 항온항습기, CCTV, 소방(청정가스 소화설비, 스프링클러설비), 통신시설 등을 말한다. , 「국토의 계획 및 이용에 관한 법률」 제2조제6호에서 규정한 기반시설 중 다음 각 목의 시설(당해 시설 그 자체의 기능 발휘와 이용을 위하여 필요한 부대시설 및 편익시설을 포함한다)을 말한다. 
가. 도로 
나. 공원 
다. 녹지 
라. 수도 
마. 하수도 
바. 학교(초·중·고등학교) 
사. 폐기물처리시설 ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설을 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 수도공급설비를 말한다. ,  법 제32조제3항, 같은 법 시행령(이하 ‘영’이라 한다.) 제33조제3항 및 같은 법 시행규칙 제6조에서 규정하는 우선지원 시설을 말한다. 다만, 항만시설은 「항만법」제2조제5호 가목(2)의 외곽시설을 말한다. 
3. ""간선도로""는 항만재개발 사업구역 내 도로망의 기본이 되는 주요 도로를 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설을 말한다. ,  「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설을 말한다. "
기반시설국,Infrastructure Bureau
기반시설부담구역," 개발밀도관리구역 외의 지역으로서 개발로 인하여 도로, 공원, 녹지 등 대통령령으로 정하는 기반시설의 설치가 필요한 지역을 대상으로 기반시설을 설치하거나 그에 필요한 용지를 확보하게 하기 위하여 제67조에 따라 지정ㆍ고시하는 구역을 말한다. "
기반시설부담금,제2호의 규정에 의한 건축행위로 인하여 유발되는 기반시설을 설치하거나 그에 필요한 용지를 확보하기 위하여 이 법의 규정에 의하여 국토해양부장관이 부과·징수하는 금액을 말한다. 
기반시설설치비용," 단독주택 및 숙박시설 등 대통령령으로 정하는 시설의 신ㆍ증축 행위로 인하여 유발되는 기반시설을 설치하거나 그에 필요한 용지를 확보하기 위하여 제69조에 따라 부과ㆍ징수하는 금액을 말한다. 
[2012.12.18 법률 제11579호에 의하여 2011.6.30 헌법불합치 결정된 이 조 제6호 라목을 개정함.] "
기반정보," 버스 운행정보 등을 교환하기 위하여 그 기반이 되는 정류장, 노선 및 차량에 대한 각종 정보를 말한다. "
기반조성사업," 방법론 제ㆍ개정, 소규모 실증 프로젝트, 국제기구ㆍ외국정부ㆍ공적개발원조와의 협력체계 구축 등을 추진함으로써 기업 주도의 온실가스 국제감축을 위한 기반을 조성하는 사업을 말한다. "
기보, 일정한 양식에 따라 한 판의 바둑을 두어 나간 기록 또는 그 집합을 말한다. 
기복," 지면과의 수평면에서 사다리 붐 각도의 변화를 말한다. ,  항공지도 상에 등고선, 고도별 색조, 음영 또는 지점 고도에 의해 표현되는 지구표면 고도에 대한 높낮이를 말한다. "
기본검사," 규칙 제11조의2제4항제1호에 따라 활동공간을 직접 방문하여 육안으로 확인하거나 중금속간이측정기(X-Ray Fluorescence, XRF)를 활용하여 검사하는 등 간이한 방법으로 실시하는 검사를 말한다. "
기본계획, 새만금사업지역을 개발하기 위한 장기계획으로 장래의 수요예측을 토대로 토지용도를 정하고 개발을 위한 종합개발계획을 수립하는 것을 말한다. 
기본공간정보," 여러 공간정보를 통합ㆍ활용하기 위한 기본 정보로써 「국가공간정보 기본법」제19조(기본공간정보의 취득 및 관리)제1항에 따라 국토교통부장관이 관보에 고시한 내용를 말한다. ,  여러 공간정보를 통합ㆍ활용하기 위한 기본 틀이 되는 정보로써 국가공간정보 기본법(이하 ""법""이라 한다.) 제12조제1항에 따라 국토교통부장관이 관보에 고시한 정보를 말한다. "
기본관리," 소방장비의 보관, 세척, 외관 점검, 기본정비 위주로 소방장비운용자가 수행하는 관리를 말한다. "
기본관측, 지진등의 중심적인 업무를 수행하기 위하여 관측장비를 이용하여 자동관측하는 것을 말한다. 
기본교육과,Grade-based Development Division
기본권, fundamental rights
기본권침해, infringement on fundamental rights
기본금, 총자산에서 총부채를 뺀 순자산으로서 법인 및 학교에 계속적으로 투입ㆍ운용되는 기본적자산의 가액을 말한다. 
기본급,"매월 1일부터 월말까지 1달간 지급되는 보수로써, 연장·야간 및 휴일 근로에 따른 초과근무수당을 제외한 금액을 말한다. "
기본기능모의관제시스템, 철도 관제교육훈련에 꼭 필요한 부분만 유사하게 제작한 관제훈련연습시스템을 말한다. 
기본기능모의운전연습기," 동력차제어대 등 운전취급훈련에 반드시 필요한 부분만 실제차량의 실물과 유사하게 제작하고 나머지는 간략하게 구성하며, 기타 장치 및 객실 등은 컴퓨터 그래픽으로 처리하여 운전취급훈련 및 이론 교육을 병행할 수 있도록 제작한 운전훈련연습 장치를 말한다. "
기본단가," 지가적용계수가 기본구간(1.00)에 해당하는 기준면적의 고시단가를 말하며, 공시지가 적용대상 종목이 아닌 경우 지역구분계수별 기준면적의 고시단가를 말한다. "
기본도, 1천분의 1의 수치지형도를 바탕으로 시설물 관리에 필요한 도형정보와 속성정보가 포함된 도면을 말한다. 
기본모델," 설계나 기능 등의 구분에 따라 고유한 명칭이나 기호를 부여한 개별 제품으로서 이 고시에 따른 인증 단위를 말한다. ,  [별표 2]의 인증 기술기준 및 측정방법에 따른 전 항목 시험 후 인증을 득한 최초의 모델을 말한다. ,  별표 1에 따른 전기용품 분류별 모델 구분 및 별표 2에 따른 생활용품 분류별 모델 구분에 따라 동일한 모델의 제품 분류 중에서 표본적으로 안전인증을 받은 모델, 「전기용품 및 생활용품 안전관리법」(이하 ""법""이라 한다) 제15조제1항에 따른 안전확인신고(이하 ""안전확인신고""라 한다)를 한 모델, 공급자적합성확인 및 법 제23조제2항에 따른 공급자적합성확인신고(이하 ""공급자적합성확인신고""라 한다)를 한 모델 또는 법 제28조에 따른 안전기준을 준수한 모델을 말한다. ,  [별표 2]의 고효율에너지기자재 인증 기술기준 및 측정방법에 따른 전 항목 시험 후 인증을 득한 최초의 모델을 말한다. ,  [별표 2]의 인증 기술기준 및 측정방법에 따른 전 항목 시험 후 인증을 득한 최초의 모델을 말한다. ,  구조ㆍ성능(측정범위, 측정원리 및 교정방법을 포함한다.)이 동일하고 기능이 유사한 분야 및 측정기기별 표본이 되는 간이측정기 모델을 말한다. ,  전기적인 회로ㆍ구조ㆍ성능이 동일하고 기능이 유사한 제품군 중 표본이 되는 기자재를 말한다. 
 "
기본모듈,
기본방침,
기본법령, 「진실ㆍ화해를 위한 과거사정리 기본법」 및 동법시행령을 말한다. 
기본복지시설, 위 1호의 복지시설 외에 장병들의 기본병영생활 영위를 위해 설치한 시설로 수익금을 시설자체의 운영을 위한 비용지출 이외에 다른 사업에 지출할 수 없는 독립채산방식으로 운영되는 시설을 말한다. 
기본복지점수," 공무원 개개인에게 일률적으로 부여하는 복지점수를 말한다. ,  공무원 개개인에게 공통적으로 부여되는 복지점수를 말한다. "
기본사항, 제4호의 정책사항 이외의 사항을 말한다. 
기본산출물," 환경위성에서 관측된 자료로부터 알고리즘을 통해 산출된 대기질 정보(총 21종)를 말하며, 기본 산출물은 별표 1과 같다. ,  원시자료 및 전처리 표준자료에 자료처리 알고리즘을 적용하여 생산된 자료를 말한다. ,  환경위성에서 관측된 자료로부터 알고리즘을 통해 산출된 대기질 정보를 말한다. "
기본설계," 예비타당성조사, 타당성조사 및 기본계획를 감안하여 시설물의 규모, 배치, 형태, 개략공사방법 및 기간, 개략 공사비 등에 관한 조사, 분석, 비교ㆍ검토를 거쳐 최적안을 선정하고 이를 설계도서로 표현하여 제시하는 설계업무로서 각종사업의 인ㆍ허가를 위한 설계를 포함하며, 설계기준 및 조건 등 실시설계용역에 필요한 기술자료를 작성하는 것을 말한다. ,  지방계획 및 시행계획, 실시계획을 참고하여 시설물의 규모, 배치, 개략공사방법 및 기간, 개략 공사비 등을 설계도서로 표현하여 제시하는 설계업무를 말한다. ,  설계 중에서 주요 설계수행지침, 예비설계, 개략적인 공사비 등을 포함한 기본적인 설계를 말한다. ,  기본계획의 제반조건 등을 바탕으로 하여 사전조사 사항, 주요 설계기준, 구조물 형식 선정, 단면 결정 등과 개략 시공방법, 공정계획, 개략공사비 등의 기본적인 내용을 설계도서에 표기한 것을 말한다. "
기본설계입찰," 일괄입찰의 기본계획 및 지침에 따라 실시설계에 앞서 기본설계와 그에 따른 도서를 작성하여 입찰서와 함께 제출하는 입찰을 말한다. ,  일괄입찰의 기본계획 및 지침에 따라 실시설계에 앞서 기본설계와 그에 따른 도서를 작성하여 입찰서와 함께 제출하는 입찰을 말한다. "
기본세율, basic tax rate
기본수로측량, 모든 수로측량의 기초가 되는 측량으로서 제19조에 따라 해양수산부장관이 실시하는 수로측량을 말한다. 
기본수수료,"별표에서 정하는 수수료를 말한다. ,  수수료 산출에 기본이 되는 수수료로서 별표 2부터 별표 5까지에서 정하는 수수료를 말한다. "
기본승인, 처리물질(처리물질을 포함하는 조제물을 포함한다)을 사용하는 선박평형수처리설비에 대하여 실험실 규모(lab - scale)로 선박평형수처리설비를 갖추고 해당 선박평형수처리설비를 거쳐 배출되는 물에 대한 독성시험 및 화학분석을 실시한 결과 해양환경 및 사람의 건강에 영향이 없는 것으로 평가하는 국제기구의 예비승인을 말한다. 
기본시설물, 주요 점검 및 진단 대상시설물을 말한다. 
기본실측," 국가유산수리의 기본도면 작성을 위하여 해당 국가유산 구역을 비롯하여 대상 국가유산의 평면, 기단부, 축부, 지붕부의 기본 치수 등을 조사하는 실측업무를 말한다. "
기본업무," 계약목적의 달성을 위해 계약상대자가 수행하여야 하는 업무로서 과업지시서에 기재된 업무를 말하며, 본 기준의 투입인원수 산정에 기초가 되는 업무이다. , 계약상대자가 수행하여야 하는 업무로서 과업내용서에 기재된 기술용역을 말한다. ,  계약상대자가 수행하여야 하는 업무로서 과업내용서에 기재된 업무를 말한다. ,  「(계약예규)용역계약일반조건」 제3조제3호의 기본업무를 말하며, 실비정액가산방식 투입인원수 산출에 기초가 되는 업무를 말한다. "
