Word,Definition
소규모주택정비사업," 이 법에서 정한 절차에 따라 노후ㆍ불량건축물의 밀집 등 대통령령으로 정하는 요건에 해당하는 지역 또는 가로구역(街路區域)에서 시행하는 다음 각 목의 사업을 말한다. 
가. 자율주택정비사업: 단독주택, 다세대주택 및 연립주택을 스스로 개량 또는 건설하기 위한 사업 
나. 가로주택정비사업: 가로구역에서 종전의 가로를 유지하면서 소규모로 주거환경을 개선하기 위한 사업 
다. 소규모재건축사업: 정비기반시설이 양호한 지역에서 소규모로 공동주택을 재건축하기 위한 사업. 이 경우 도심 내 주택공급을 활성화하기 위하여 다음 요건을 모두 갖추어 시행하는 소규모재건축사업을 ""공공참여 소규모재건축활성화사업""(이하 ""공공소규모재건축사업""이라 한다)이라 한다. 
1) 제10조제1항제1호에 따른 토지주택공사등이 제17조제3항에 따른 공동시행자, 제18조제1항에 따른 공공시행자 또는 제56조에 따른 사업대행자(이하 ""공공시행자등""이라 한다)일 것 
2) 건설ㆍ공급되는 주택이 종전 세대수의 대통령령으로 정하는 비율 이상일 것. 다만, 제27조에 따른 통합심의를 거쳐 「국토의 계획 및 이용에 관한 법률」 제18조에 따른 도시ㆍ군기본계획 또는 정비기반시설 등 토지이용 현황 등을 고려하여 대통령령으로 정하는 비율 이상 건축할 수 없는 불가피한 사정이 있다고 인정하는 경우에는 그러하지 아니하다. 
라. 소규모재개발사업: 역세권 또는 준공업지역에서 소규모로 주거환경 또는 도시환경을 개선하기 위한 사업 "
소규모지하안전평가대상사업," 굴착깊이가 10미터 이상 20미터 미만인 굴착공사를 수반하는 사업으로서 별표 1에서 정하는 사업을 말한다. &lt;개정 2022.1.25&gt; 
[제목개정 2022.1.25] "
소규모회사, 법 제383조제1항단서 소정의 자본금 총액이 10억원 미만인 회사를 말한다. 
소극행정," 공무원이 부작위 또는 직무태만 등 소극적인 업무행태로 국민의 권익을 침해하거나 국가 재정상 손실을 발생하게 하는 행위를 말한다. ,  부작위 또는 직무태만 등 소극적 업무행태로 국민의 권익을 침해하거나 국가 재정상 손실을 발생하게 하는 행위를 말한다. ,  공무원이 부작위 또는 직무태만 등 소극적 업무행태로 국민의 권익을 침해하거나 국가 재정상 손실을 발생하게 하는 행위를 말한다. ,  공무원이 부작위 또는 직무태만 등 소극적 업무행태로 국민의 권익을 침해하거나 국가 또는 지방자치단체에 재정상 손실을 발생하게 하는 행위를 말한다. ,  공무원이 부작위 또는 직무태만 등 소극적 업무행태로 국민의 권익을 침해하거나 국가 재정상 손실을 발생하게 하는 행위를 말한다. ,  「적극행정 운영규정」제2조제2호 및 「지방공무원 적극행정 운영규정」제2조제3호에 따른 ""공무원이 부작위 또는 직무태만 등 소극적 업무행태로 국민의 권익을 침해하거나 국가 재정상 손실을 발생하게 하는 행위""를 말한다. ,  영 제2조제2호에 따라 공무원이 부작위 또는 직무태만 등 소극적 업무행태로 국민의 권익을 침해하거나 국가 재정상 손실을 발생하게 하는 행위를 말한다. "
소금," 대통령령으로 정하는 비율 이상의 염화나트륨을 함유(含有)한 결정체[이하 ""결정체(結晶體)소금""이라 한다]와 함수를 말한다. "
소금사업자, 소금산업과 관련된 경제활동을 영위하는 자를 말한다. 
소금산업," 다음 각 목의 어느 하나에 해당하는 것에 관한 산업을 말한다. 
가. 염전의 개발 
나. 염전 관련 시설ㆍ기구ㆍ자재 등의 개발ㆍ제조ㆍ유통ㆍ판매 
다. 소금의 생산ㆍ제조ㆍ수입, 저장ㆍ보관, 유통 또는 판매ㆍ수출 
라. 소금의 생산ㆍ제조ㆍ저장ㆍ유통 등과 관련된 설비ㆍ기구ㆍ기계 등의 제조ㆍ수입, 유통 또는 판매ㆍ수출 
마. 소금 포장ㆍ용기 등의 제조ㆍ수입, 유통 또는 판매ㆍ수출 
바. 소금을 사용한 가공제품의 제조ㆍ수입, 유통 또는 판매ㆍ수출 
사. 그 밖에 대통령령으로 정하는 것 "
소금제조업자," 「소금산업 진흥법」 제2조제14호에 따른 소금제조업자를 말한다. ,  소금사업자 가운데 염전을 개발하는 자와 다음 각 목의 어느 하나에 해당하는 것을 업으로 하는 자를 말한다. 
가. 염전에서의 천일염이나 그 밖에 대통령령으로 정하는 소금의 생산ㆍ제조 
나. 정제소금의 제조 
다. 재제조소금의 제조 
라. 화학부산물소금의 제조 
마. 기타소금의 생산ㆍ제조 
바. 가공소금의 제조 "
소급공제, retroactive deduction
소급과세, retroactive taxation
소급보험, retroactive insurance
소급성," 연구개발, 산업생산, 시험검사 현장 등에서 측정한 결과가 명시된 불확정 정도의 범위 내에서 국가측정표준 또는 국제측정표준과 일치되도록 연속적으로 비교하고 교정(較正)하는 체계를 말한다. "
소급의, retroactive
소급입법, retroactive legislation
소급적용,retroactive application (apply retroactively)
소기업," 「중소기업기본법」 제2조제2항에 따른 소기업을 말한다. 
1의3. 삭제 &lt;2021.7.27&gt; ,  「중소기업기본법」 제2조제2항에 따른 소기업을 말한다. "
소나무류," 소나무, 해송, 잣나무와 그 밖에 산림청장이 재선충병에 감염되는 것으로 인정하여 고시하는 수종을 말한다. "
소년, juvenile
소년과,Juvenile Division
소년법,Juvenile Act
소년보호기관," 소년원, 소년분류심사원 및 청소년비행예방센터를 말한다. "
소년보호사건, juvenile protection case
소년보호시설," 소년원, 소년분류심사원을 말한다. "
소년부지원, juvenile branch court;branch court of the Juvenile Department
소년분류심사원," Juvenile Classification Review Board, The Juvenile Protection Education Institute, Juvenile Classification Review Board"
소년소녀가정, 「국민기초생활보장법」 제7조제1항제1호에 따른 생계급여 수급자 또는 같은 항 제3호에 따른 의료급여 수급자 중 18세 미만의 아동으로만 구성된 세대 또는 18세 미만의 아동이 부양능력이 없는 부모와 동거하는 세대로서 아동이 실질적으로 가정을 이끌어가고 있는 세대를 말한다. 
소년수용자," ""소년수형자 등”과 19세 미만의 미결수용자를 말한다. ,  다음 각 호의 사람을 말한다. &lt;신설 2015.12.10&gt; 
1. 19세 미만의 수형자 
2. 법 제12조제3항에 따라 소년교도소에 수용 중인 수형자 
3. 19세 미만의 미결수용자 "
소년수형자, 19세 미만의 수형자를 말한다. 
소년원, juvenile reformatory;juvenile correctional institute
소년처우수형자," 소년교도소 또는 소년수형자 전담 처우시설에 수용 중인 19세 이상 23세 미만으로 소년처우를 받고 있는 수형자를 말한다. 
3. ""소년수형자 등"" 은 소년수형자 및 소년처우수형자를 말한다. 
4. ""소년교도소 등""은 소년교도소 및 소년수형자 전담 처우시설을 말한다. <신설> "
소년형사사건, juvenile criminal cases
소독," 시행규칙 제20조제2항 별표 2의 소독목적물별·소독대상별 소독방법에 따라 가축전염성질병의 병원체를 사멸시키기 위하여 약물·훈증·증기·물끓임·발효·자외선 등의 방법을 적용하는 행위를 말한다. ,  화학적 산화제 또는 이와 동등한 효능을 지닌 물질을 사용하여 물에서의 병원미생물을 일정농도 이하로 불활성화 시키는 처리공정을 말한다. ,  열처리 또는 MB훈증 기타 이와 동등한 소독효과가 있는 방법으로 농림축산검역본부장(이하 ""검역본부장""이라 한다)이 인정한 것을 말한다. ,  수출입식물 등에 부착 또는 감염된 병해충의 살충, 불활성화, 불임화를 위한 훈증, 열처리, 약제 침지(약제에 담금), 방사선조사, 저산소가온처리 등의 처리를 말한다. "
소독대상," 병원체에 오염되었거나 오염되었을 우려가 있는 사체, 사육수조, 양식장 바닥 및 배관, 차량 및 운반용구, 유입수, 배출수, 오물, 기구 등을 말하며, ""소독대상의 분류""는 소독 대상의 유기물 함량에 따라서 분류하되, 일반적으로 사체, 사육수조, 차량 및 운반용구, 배출수, 오물 등은 유기물이 많이 함유된 대상으로, 양식장 바닥 및 배관, 유입수, 기구, 일반차량 등은 유기물이 적게 함유된 대상으로 분류한다. ,  병원체에 오염되었거나 오염되었을 우려가 있는 축체(사체 포함), 축사바닥, 축사공간, 차량 및 운반용구, 동물용 음수, 오물, 양어장, 어류, 기구 등을 말하며,  ""소독대상의 분류""는 소독 대상의 유기물 함량에 따라서 분류하되, 일반적으로 축사바닥, 오물, 사체, 농장차량 및 운반용구 등은 유기물이 많이 함유된 대상으로, 축사공간, 동물용 음수, 축체표면, 기구, 양어장, 어류, 일반차량 등은 유기물이 적게 함유된 대상으로 분류한다. "
소독대행업,"수출입식물 소독 및 선박내 쥐·벌레 등의 서식·흔적, 기타 위생곤충을 제거 또는 예방하는 업을 말한다.(2003.12.8. 개정) "
소독설비," 시행규칙 제20조제1항 별표 1의 개별시설별로 갖추어야 할 터널식·고정식소독시설, 분무소독시설, 고압분무기, 연막소독기, 소독조 이외에 세척시설, 소독약보관용기·희석용기, 탈의실, 샤워장, 소독실 및 동파방지장치(전기열선장치) 등을 포함한다. "
소독시설," 수출식물 등에 부착 또는 감염된 병해충의 살충, 불활성화, 불임화를 위하여 훈증, 열처리, 약제침지, 방사선조사 등의 처리를 위한 시설을 말한다. ,  수출식물 등에 부착 또는 감염된 병해충의 살충, 불활성화, 불임화를 위하여 훈증, 열처리, 약제침지, 방사선조사 등을 포함하여 병해충 사멸을 위해 필요한 시설을 말한다. ,  병해충에 대한 살충, 불활성화, 불임화를 위하여 규격화된 시설을 말한다. "
소독시설자," 훈증시설, 방사선조사 시설 등 병해충에 대한 살충, 불활성화, 불임화를 위한 시설을 운영하는 자를 말한다. "
소독업무대행업," 수출입식물 소독 및 선박내 쥐ㆍ벌레 등의 서식ㆍ흔적, 그 밖의 위생곤충을 제거 또는 예방하는 업을 말한다. "
소독작업결과서," ""열처리소독작업결과서"" 또는 ""훈증소독작업결과서""를 말한다. "
소독제," 수산동물질병 방역의 목적으로 양식장, 수산동물 사체(이하 ""사체""라 한다) 등 소독대상에 적용하여 병원미생물을 사멸 또는 증식억제토록 작용하는 제제를 말한다. ,  수산동물질병 방역의 목적으로 양어장 등 소독대상에 적용하여 병원미생물을 제거 또는 감소시키는 작용을 하는 제제를 말한다. ,  동물질병 방역의 목적으로 축사, 양어장 등 소독대상에 적용하여 병원미생물을 사멸 또는 증식억제 작용하는 제제를 말한다. ,  동물질병 방역의 목적으로 축사, 양어장 등 소독대상에 적용하여 병원미생물을 제거 또는 감소시키는 작용을 하는 제제를 말한다. <신설> "
소독처리마크," 농림축산검역본부(이하 ""검역본부""이라 한다)에 등록(신고)된 소독처리업자가 목재포장재의 소독처리를 하였음을 증명하기 위해 표시하는 별표 2의 마크를 말하거나 국제적으로 인정된「국제식물보호협약」(IPPC)의 공식 스탬프 또는 소인을 말한다. "
소독처리업자," ""열처리업자"" 및 ""방제업자""를 말한다. "
소독처리증명서, 소독처리업자가 소독하였음을 증명하기 위하여 발행하는 증명서를 말한다. 
소돌기, 창의 바깥 면에 돌출된 부분을 말한다. 
소득," 일정한 기간 근로를 제공하여 얻은 수입에서 대통령령으로 정하는 비과세소득을 제외한 금액 또는 사업 및 자산을 운영하여 얻는 수입에서 필요경비를 제외한 금액을 말한다. ,  근로소득 및 사업소득을 의미하며, 근로장학금ㆍ실업급여는 제외한다. ,  다음 각 호의 어느 하나에 해당하는 소득을 합산한 금액을 말한다. &lt;개정 2009.12.31, 2013.1.31, 2021.12.6&gt; 
1. 근로소득: 근로를 제공하고 얻는 소득. 다만, 「소득세법」에 따라 비과세되는 근로소득은 제외하되, 다음 각 목에 해당하는 급여는 근로소득에 포함한다. 
가. 「소득세법」 제12조제3호더목에 따라 비과세되는 급여 
나. 「소득세법 시행령」 제16조제1항제1호에 따라 비과세되는 급여 
2. 사업소득 
가. 농업소득: 경종업(耕種業), 과수ㆍ원예업, 양잠업, 종묘업, 특수작물 생산업, 가축 사육업, 종축업(種畜業) 또는 부화업과 이에 따른 업무에서 얻는 소득 
나. 임업소득: 영림업(營林業), 임산물 생산업 또는 야생조수(野生鳥獸) 사육업과 이에 따른 업무에서 얻는 소득 
다. 어업소득: 어업(양식업을 포함한다)과 이에 따른 업무에서 얻는 소득 
라. 그 밖의 사업소득: 도매업, 소매업, 제조업 또는 그 밖의 사업에서 얻는 소득 
3. 재산소득 
가. 임대소득: 부동산, 동산, 권리 및 그 밖의 재산의 대여로 발생하는 소득 
나. 이자소득: 예금ㆍ주식ㆍ채권의 이자와 배당 또는 할인에 의하여 발생하는 소득 
다. 연금소득: 「소득세법」 제20조의3제1항제2호에 따라 발생하는 연금과 「보험업법」 제4조제1항제1호나목에 따라 발생하는 소득 
4. 그 밖의 소득: 정기적으로 지급되는 각종 수당, 연금, 급여, 보조금 및 그 밖의 금품 
1. 퇴직금, 현상금, 보상금 등 정기적으로 지급되는 것으로 볼 수 없는 금품 
2. 보육ㆍ교육 또는 그 밖에 이와 유사한 성질의 서비스 이용을 전제로 제공받는 보육료, 학자금, 그 밖에 이와 유사한 금품 ,  income;earnings"
소득금액, amount of income
소득금액증명원,"「국세청민원사무처리규정(국세청 훈령 제1915호, 2011.12.29.)」제19조, 제20조 및 별표1의 서식 규정에 의거하여  세무서장이 발급하는 서류를 말한다. , 「국세청민원사무처리규정」 별지 제15호·제16호서식에 따라 세무서장이 발급하는 서류를 말한다. "
소득세, income tax
소득세감면, reduction and exemption from income tax
소득세과,Individual Income Tax Division
소득세과세표준, income tax base
소득세과세표준확정, settlement of the income tax base
소득세담당과장," 종합소득세 사무를 담당하는 부서의 과장으로 소득세과장, 세원관리과장 등을 말한다. ,  종합소득세 업무를 총괄하는 부서의 과장을 말한다. "
소득세법,Income Tax Act
소득세액, income tax amount
소득세할, pro rata income tax
소득신고, report on income
소득원천, source of income
소득인정액," 본인 및 배우자의 소득평가액과 재산의 소득환산액을 합산한 금액을 말한다. 이 경우 소득평가액과 재산의 소득환산액을 산정하는 소득 및 재산의 범위는 대통령령으로 정하고, 소득평가액과 재산의 소득환산액의 구체적인 산정방법은 보건복지부령으로 정한다. ,  「생활수준에 따른 지원에 관한 기준 고시」에 따라 산출한 금액을 말한다. ,  보장기관이 급여의 결정 및 실시 등에 사용하기 위하여 산출한 개별가구의 소득평가액과 재산의 소득환산액을 합산한 금액을 말한다. ,  수급권자와 그 배우자의 소득평가액과 재산의 소득환산액을 합산한 금액을 말한다. ,  「국민기초생활 보장법」 제2조제9호의 소득인정액을 말한다. ,  가구의 소득평가액과 재산의 소득환산액을 말한다. 소득평가액은 개별가구의 실제소득에도 불구하고 국가보훈부장관이 급여의 결정 및 실시 등에 사용하기 위하여 산출한 금액으로 다음 각 호의 소득을 합한 가구의 실제소득에서 장애ㆍ질병ㆍ양육 등 가구특성에 따른 지출요인, 그 밖에 추가적인 지출요인에 해당하는 금액을 감한 후 월 평균한 금액으로 한다. 
1. 근로소득 
2. 사업소득 
3. 재산소득 
4. 이전소득 
1. 일반재산(제2호와 제3호를 제외한 재산을 말한다) 
2. 금융재산 
3. 자동차, 회원권 
1. 수급자 또는 수급권자의 소득 관련 자료가 없거나 불명확한 경우 
2. 「최저임금법」 제5조에 따른 최저임금액 등을 고려할 때 소득 관련 자료의 신뢰성이 없다고 보훈(지)청장이 인정하는 경우 "
소득자, 소득자료 제출의무자에 의해 소득자료가 제출된 자를 말한다. 
소득자료," 「소득세법」 제164조에 따른 ""일용근로소득지급명세서"", 같은 법 제164조의3에 따른 ""간이지급명세서"", 같은 법 제173조에 따른 ""용역제공자에 관한 과세자료""를 말한다. ,  원천징수자료와 세무공무원이 직접 수집하거나 작성하는 원천징수 관련 수입금액 및 소득금액자료를 말한다. ,  이자ㆍ배당ㆍ사업ㆍ근로ㆍ연금ㆍ기타ㆍ퇴직소득에 대한 원천징수영수증 및 지급명세서(이하 ""원천징수자료""라 한다)와 국세공무원이 직접 수집하거나 작성하는 수입금액 및 소득금액에 관한 자료를 말한다. "
소득증대시설, 「농어촌정비법」 제2조제6호 또는 같은 조 제16호가목부터 다목까지의 규정에 따른 시설을 말한다. 
소득지원과,Earned Income Tax Credit Operations Division
소득지원국,Assistant Commissioner for Earned Income Tax Credit
소득표준, income standard
소득할, pro rata income;income-proportional
소득할주민세, income-proportional resident tax
소량기준," 화학물질안전원장이 정하여 고시한 「유해화학물질 소량 취급시설에 관한 고시」제2조, 제3조에 따른 소량기준(이하 ""소량기준""이라 한다)을 말한다. "
소량배출사업장," 기준기간 온실가스 배출량의 연평균 총량이 3,000 이산화탄소상당량톤(tCO2-eq) 미만인 사업장을 말한다. "
소량취급시설," 화학물질안전원장이 정하여 고시한 「유해화학물질 소량 취급시설에 관한 고시」의 적용대상이 되는 취급시설을 말한다. ,  제15조(소량취급시설의 적용)를 적용받는 시설을 말한다. "
소량포장단위," 의약품의 품목허가를 받은 자ㆍ수입자가 공급하는 포장단위 중 다음 각목의 포장단위를 말한다. 
가. 낱알모음포장(정제 및 캡슐제에 한함) : 100정ㆍ캡슐이하 
나. 병포장(정제 및 캡슐제에 한함) : 30정ㆍ캡슐이하 
다. 시럽제(건조시럽제 제외) : 500mL이하 "
소매," 절연장갑의 손목에서 개구부까지의 부분을 말한다. ,  retail"
소매시장,"「통계법」제22조에 따라 통계청장이 고시하는 한국표준산업분류 중 소매업(코드 47)을 말한다. 이 중 ""대형마트""는 대형종합소매업(4711, 면적 3,000㎡ 이상)을, ""중·소형마트""는 음·식료품 위주 종합소매업(4712), 식료품소매업(4721) 등 대형마트 이외의 농산물 판매장소를 말한다. "
소매업자," 유통업자 중 유통이력대상물품을 최종소비자에게만 판매하는 자를 말하며, 유통이력대상물품을 사용하는 제조공장(단순가공 제외)이나 건설업체 등 소비처도 소매업자로 본다. ,  법 제15조의2제4항제1호에 따른 소매업자(한국표준산업분류에 따른 종합소매업ㆍ음식료품 및 담배소매업을 영위하는 사업자로 한정한다)로서 보증금 제품을 소비자에게 직접 판매하는 자를 말한다. ,  법 제15조의2제4항제1호의 소매업자(한국표준산업분류에 따른 종합소매업ㆍ음식료품 및 담배소매업을 영위하는 사업자로 한정한다)로서 빈용기보증금 제품을 소비자에게 직접 판매하는 자를 말한다. ,  유통업자 중 유통이력관리수입농산물등을 최종소비자에게만 판매하는 자를 말하며, 유통이력관리수입농산물등을 사용하는 제조공장(단순가공 제외)이나 음식점 등 소비처도 소매업자로 본다. ,  유통업자 중 유통이력수입수산물을 최종소비자에게만 판매하는 자를 말하며, 유통이력수입수산물을 사용하는 제조공장(단순가공은 제외한다)이나 음식점 등 소비처도 소매업자로 본다. ,  유통업자 중 유통이력관리수입농산물등을 최종소비자에게만 판매하는 자를 말하며, 유통이력관리수입농산물등을 사용하는 제조공장(단순가공 제외)이나 음식점 등 소비처도 소매업자로 본다. "
소매요금," 도매제공의무사업자가 이용자에게 전기통신서비스를 제공한 경우, 이용자가 해당 서비스에 대해 지급한 금액을 말한다. "
소매인," 다음 각 목의 어느 하나에 해당하는 자를 말한다. 
가. 「담배사업법」 제16조에 따라 담배소매인의 지정을 받은 자 
나. 제1호나목 또는 다목에 따른 담배를 소비자에게 판매하는 자 
8. 삭제 &lt;2020.12.29&gt; 
9. 삭제 &lt;2020.12.29&gt; "
소매채권매매, 개인 및 일반법인(영 제10조제1항의 어느 하나에 해당하는 전문투자자를 제외한다)을 상대로 한 액면가액 50억원 미만의 채권거래를 말한다. 
소멸," termination (terminate);extinguishment (extinguish);vanishment (vanish);cancellation
(cancel);expiration (expire);disappearance (disappear);elimination (eliminate);nullification (nullify);erasion (erase);removal (remove)"
소멸시효, extinctive prescription
소멸시효완성, completion of extinctive prescription
소멸시효중단, suspension of the extinctive prescription
소멸회사, extinct company;company to be extinguished
소명방법, method of vindication/explanation/exculpation/defense/apology
소명자료, explanatory materials;materials for explanation
소모성장비," 내용연수가 1년 미만이거나 취득단가가 1백만원 미만인 장비를 말한다. ,  일정횟수 또는 일정기간 사용 후 재사용할 수 없는 장비를 말한다. "
소모품," 일회용품, 사무용 소모품 또는 일반수용비로 취득한 물품 중 취득 단가가 50만 원 미만인 물품을 말하며, 내구성이 있는 물품이라 하더라도 취득 단가가 2만 원 미만의 소액이어서 소모품으로 관리하는 것이 적절한 물품도 여기에 속한다. ,  청소, 위생 처리 또는 유지 작업 동안에 사용되는 물품(세척제, 윤활제 등)을 말한다. "
소방공무원고충심사위, fire officer grievances review committee
소방공사감리원," 규칙 별표 4의2 제3호나목에 따라 기술등급을 인정받은 사람(이하 ""감리원""이라 한다) "
소방과학연구실,"「소방청과 그 소속기관 직제 시행규칙」에 따라 중앙소방학교(이하 ""소방학교""라 한다)에 설치된 하부조직을 말한다. "
소방관련업," 법 제2조에 따른 소방시설설계업(이하 ""설계업""이라 한다), 소방시설공사업(이하 ""공사업""이라 한다) 및 소방공사감리업(이하 ""감리업""이라 한다)과 「소방시설 설치 및 관리에 관한 법률」 제29조에 따른 소방시설관리업(이하 ""관리업""이라 한다)을 말한다. "
소방관서," 중앙ㆍ지방 소방학교, 중앙119구조단, 소방본부, 소방서를 말한다. ,  원자로시설이 위치한 지역을 관할하는 소방본부 또는 소방서를 말한다. ,  소방청 및 그 소속기관, 시ㆍ도 소방본부, 소방서를 말한다. "
소방교육관리시스템, 중앙ㆍ지방소방학교와 시ㆍ도의 교육담당자가 운영하는 소방공무원 교육생 학사관리 사이트를 말한다. 
소방교육훈련기관," 「소방공무원법」 제20조제1항 또는 제2항에 따라 설치된 소방학교를 말한다. ,  소방청장 또는 특별시장ㆍ광역시장 또는 도지사(이하 시도지사)가 설치ㆍ운영하는 교육훈련기관을 말하며 아래와 같이 구분한다. 
가. 중앙교육기관 
나. 지방교육기관 "
소방기관," 중앙소방학교ㆍ중앙119구조본부ㆍ소방본부ㆍ소방서ㆍ지방소방학교ㆍ119안전센터ㆍ119구조대ㆍ119구급대ㆍ119구조구급센터ㆍ항공구조구급대ㆍ소방정대ㆍ119지역대 및 소방체험관 등 소방업무를 수행하는 기관을 말한다. ,  소방청, 소방본부, 소방서를 말한다. ,  무인비행장치를 보유하고 있는 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도, 중앙소방학교, 중앙119구조본부, 지방소방학교 및 소방서를 말한다. ,  「소방기본법」제3조제1항에 따라 소방업무를 수행하는 기관 중 중앙소방학교·중앙119구조본부·소방서·지방소방학교 및 「소방기본법」제5조제1항의 소방체험관을 말한다. ,  「소방공무원 임용령」제2조제3호에 따른 소방기관을 말한다. ,  소방청, 시ㆍ도 소방본부 및 「소방력 기준에 관한 규칙」 제2조제1호에 따른 소방기관을 말한다. ,  소방청과 그 소속기관, 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도, 서울종합방재센터, 소방서, 119안전센터(119지역대를 포함한다)를 말한다. ,  소방장비, 인력 등을 동원하여 소방업무를 수행하는 소방서ㆍ119안전센터ㆍ119구조대ㆍ119구급대ㆍ119구조구급센터ㆍ119항공대ㆍ소방정대(消防艇隊)ㆍ119지역대ㆍ119종합상황실ㆍ소방체험관을 말한다. ,  소방청, 시ㆍ도 소방본부, 소방서를 말한다. ,  중앙소방학교, 중앙119구조본부, 국립소방연구원과 소방정 이상의 소방공무원을 장으로 하는 「소방공무원임용령」 제2조제3호에 따른 지방소방학교, 서울종합방재센터, 소방서 등의 소방기관을 말한다. ,  「소방공무원 임용령」 제2조제3호에 따른 소방기관을 말한다. ,  소방청, 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 ""시ㆍ도""라 한다)와 중앙소방학교ㆍ중앙119구조본부ㆍ국립소방연구원ㆍ지방소방학교ㆍ서울종합방재센터ㆍ소방서ㆍ119특수대응단 및 소방체험관을 말한다. ,  「소방공무원임용령」 제2조제3호에 따른 소방기관을 말한다. ,  「소방공무원임용령」 제2조제3호에 따른 소방기관을 말한다. "
소방기관장, 제1호에 따른 소방기관의 장을 말한다. 
소방기본법,Framework Act on Fire Services
소방기술자," 규칙 별표 4의2 제3호가목에 따라 기술등급을 인정받은 사람(이하 ""기술자""라 한다) ,  제28조에 따라 소방기술 경력 등을 인정받은 사람과 다음 각 목의 어느 하나에 해당하는 사람으로서 소방시설업과 「소방시설 설치 및 관리에 관한 법률」에 따른 소방시설관리업의 기술인력으로 등록된 사람을 말한다. 
가. 「소방시설 설치 및 관리에 관한 법률」에 따른 소방시설관리사 
나. 국가기술자격 법령에 따른 소방기술사, 소방설비기사, 소방설비산업기사, 위험물기능장, 위험물산업기사, 위험물기능사 "
소방대," 화재를 진압하고 화재, 재난ㆍ재해, 그 밖의 위급한 상황에서 구조ㆍ구급 활동 등을 하기 위하여 다음 각 목의 사람으로 구성된 조직체를 말한다. 
가. 「소방공무원법」에 따른 소방공무원 
나. 「의무소방대설치법」 제3조에 따라 임용된 의무소방원(義務消防員) 
다. 「의용소방대 설치 및 운영에 관한 법률」에 따른 의용소방대원(義勇消防隊員) "
소방대상물," 건축물, 차량, 선박(「선박법」 제1조의2제1항에 따른 선박으로서 항구에 매어둔 선박만 해당한다), 선박 건조 구조물, 산림, 그 밖의 인공 구조물 또는 물건을 말한다. ,  「소방기본법」 제2조제1호에 따른 대상물을 말한다. "
소방대장," 제2조 해당관서에서 수립한 자체 소방계획상의 소방대장 또는 자위소방대의 최고책임자를 말한다. ,  소방본부장 또는 소방서장 등 화재, 재난ㆍ재해, 그 밖의 위급한 상황이 발생한 현장에서 소방대를 지휘하는 사람을 말한다. "
소방력, 소방기관이 소방업무를 수행하는 데에 필요한 인력과 장비 등을 말한다. 
소방령급, 소방령과 소방령 승진후보자를 말한다. 
소방목사, 소방관서가 해당 소방관서의 종교지도자로 위촉하는 목사를 말한다. 
소방무선통신망," 전파를 이용하여 기호, 신호, 문언, 영상, 음향 등의 정보를 송수신하기 위한 고정국ㆍ기지국ㆍ해안국ㆍ항공국ㆍ지구국ㆍ이동중계국ㆍ선박국ㆍ항공기국ㆍ이동국 등으로 구성된 통신체계를 말한다. "
소방방재청,National Emergency Management Agency
소방본부장," 특별시ㆍ광역시ㆍ특별자치시ㆍ도 또는 특별자치도(이하 ""시ㆍ도""라 한다)에서 화재의 예방ㆍ경계ㆍ진압ㆍ조사 및 구조ㆍ구급 등의 업무를 담당하는 부서의 장을 말한다. "
소방부하,
소방사무," 다음 각 목의 업무를 말한다. 
가. 「지방자치법」 제13조제2항제6호에 따른 화재예방ㆍ경계ㆍ진압ㆍ조사 및 구조ㆍ구급, 의용소방대의 편성ㆍ운영 및 지도ㆍ감독 
나. 「소방기본법」 제16조에 따른 소방활동, 같은 법 제16조의2에 따른 소방지원활동 및 같은 법 제16조의3에 따른 생활안전활동 
다. 「119구조ㆍ구급에 관한 법률」 제2조제1호ㆍ제3호에 따른 구조ㆍ구급 및 같은 법 제3조의 국가 등의 책무에 따른 업무 
라. 그 밖에 소방 및 구조ㆍ구급 관련 법률에 따라 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사(이하 ""시ㆍ도지사""라 한다), 소방본부장 또는 소방서장이 수행하는 업무 "
소방사업자, 소방산업과 관련된 경제활동을 영위하는 사람을 말한다. 
소방산업," 다음 각 목의 산업과 이에 필요한 인력 및 장비의 개발 등과 관련된 모든 산업을 말한다. 
가. 「소방시설 설치 및 관리에 관한 법률」 제2조제1항제2호에 따른 소방시설등(이하 ""소방시설등""이라 한다)을 제조ㆍ판매하는 업(業) 
나. 「소방시설 설치 및 관리에 관한 법률」 제29조제1항에 따른 소방시설관리업 
다. 「소방시설공사업법」 제2조제1항제1호에 따른 소방시설업 
라. 「위험물안전관리법」 제2조제1항제1호에 따른 위험물을 운반하는 용기를 제작ㆍ판매하는 업 
마. 「위험물안전관리법」 제2조제1항제6호에 따른 제조소등을 설계ㆍ시공하는 업 
바. 「위험물안전관리법」 제8조제1항에 따른 위험물탱크를 제작ㆍ판매하는 업 "
소방산업지역정보표준시스템," 소방산업지역정보시스템을 지방자치단체 및 기업체 등의 정보시스템과 연계하는데 필요한 소프트웨어, 하드웨어 등에 관하여 표준을 정한 정보시스템을 말한다. "
소방서, fire station
